metric,count,mean,median,std,min,p10,p25,p75,p90,max,win_rate,tie_rate,loss_rate,mean_ci_low,mean_ci_high,slice_name,slice_value,num_scenes
delta_score,7308,0.0010077350030747807,0.0,0.13668479540707754,-1.0,-0.019135399807033847,-0.0008846137331320891,0.009400143343572837,0.027485693957719205,1.0,0.37082649151614666,0.36850027367268745,0.26067323481116583,-0.002129674056905812,0.0040528300969394524,maneuver,straight,7308
delta_oracle_score,7308,9.323928935806417e-05,0.0,0.04731798259292492,-1.0,0.0,0.0,0.0,0.0,1.0,0.08757525998905309,0.8366174055829229,0.07580733442802408,-0.0009970144476336628,0.001207165108150023,maneuver,straight,7308
delta_ranking_ability,7308,0.0009144957137167147,0.0,0.1343854895646689,-1.0,-0.02064858861946816,-0.0014870906746876026,0.0094809859868104,0.0281013918501313,1.0,0.3667214012041598,0.36631089217296114,0.26696770662287905,-0.0021909697747287842,0.003995860328430256,maneuver,straight,7308
delta_selected_no_at_fault_collisions,7308,-0.00020525451559934318,0.0,0.0877385638094135,-1.0,0.0,0.0,0.0,0.0,1.0,0.003968253968253968,0.9917898193760263,0.004241926655719759,-0.002257799671592775,0.0017788724685276409,maneuver,straight,7308
delta_selected_drivable_area_compliance,7308,-0.00041050903119868636,0.0,0.10528576431874385,-1.0,0.0,0.0,0.0,0.0,1.0,0.005336617405582923,0.9889162561576355,0.005747126436781609,-0.002736726874657909,0.002052545155993432,maneuver,straight,7308
delta_selected_ego_progress,7308,0.005491650692628887,0.0,0.1330317878870554,-1.0,-0.04220050820457559,-0.000755645095950358,0.021596659315312378,0.06289858951515329,1.0,0.3674055829228243,0.3784893267651888,0.25410509031198686,0.0024945371638979185,0.008573028866481865,maneuver,straight,7308
delta_selected_time_to_collision_within_bound,7308,-0.0013683634373289546,0.0,0.15781555738481287,-1.0,0.0,0.0,0.0,0.0,1.0,0.01176792556102901,0.975095785440613,0.013136288998357963,-0.0050629447181171315,0.002326217843459223,maneuver,straight,7308
delta_selected_comfort,7308,-0.0005473453749315818,0.0,0.02339061038027849,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9994526546250684,0.0005473453749315818,-0.0010946907498631637,-0.00013683634373289546,maneuver,straight,7308
delta_selected_driving_direction_compliance,7308,-0.00013683634373289546,0.0,0.060221596134460834,-1.0,0.0,0.0,0.0,0.0,1.0,0.003694581280788177,0.9920634920634921,0.004241926655719759,-0.001506910235358511,0.0012315270935960591,maneuver,straight,7308
delta_score,2539,-0.000856200667295439,0.0,0.11108782317923824,-1.0,-0.025178479958150233,0.0,0.0,0.0169064105547408,1.0,0.16896415911776289,0.6360771957463568,0.19495864513588027,-0.005286136557660863,0.0033669688561994275,speed_bin,0-2,2539
delta_oracle_score,2539,0.00024574349286399493,0.0,0.02178800651989358,-0.22679262409182355,0.0,0.0,0.0,0.0,1.0,0.019692792437967704,0.9582512800315085,0.02205592753052383,-0.0004333171913249164,0.0011988325612181986,speed_bin,0-2,2539
delta_ranking_ability,2539,-0.001101944160159432,0.0,0.10906229257613884,-1.0,-0.025317327493478498,-0.0,-0.0,0.01745063782991101,1.0,0.16975187081528162,0.6345017723513194,0.19574635683339897,-0.00541305698107927,0.0030252271690071318,speed_bin,0-2,2539
delta_selected_no_at_fault_collisions,2539,0.0019692792437967705,0.0,0.0909414761797291,-1.0,0.0,0.0,0.0,0.0,1.0,0.005120126033871603,0.9917290271760536,0.0031508467900748325,-0.0015754233950374162,0.005513981882630957,speed_bin,0-2,2539
delta_selected_drivable_area_compliance,2539,-0.0007877116975187081,0.0,0.05613793302458718,-1.0,0.0,0.0,0.0,0.0,1.0,0.0011815675462780622,0.9968491532099252,0.0019692792437967705,-0.0027569909413154787,0.0015754233950374162,speed_bin,0-2,2539
delta_selected_ego_progress,2539,-0.0013459410737422203,0.0,0.11938024880181786,-1.0,-0.05266113038292661,0.0,0.0,0.03677116019350763,1.0,0.16541945647892872,0.6467113036628593,0.18786923985821188,-0.005596832050766106,0.0034367542232430597,speed_bin,0-2,2539
delta_selected_time_to_collision_within_bound,2539,0.0011815675462780622,0.0,0.14720465388378112,-1.0,0.0,0.0,0.0,0.0,1.0,0.011421819614021268,0.9783379283182355,0.010240252067743205,-0.004332414336352895,0.0070894052776683735,speed_bin,0-2,2539
delta_selected_comfort,2539,-0.0015754233950374162,0.0,0.03966813825279439,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9984245766049625,0.0015754233950374162,-0.0031508467900748325,-0.00039385584875935406,speed_bin,0-2,2539
delta_selected_driving_direction_compliance,2539,-0.0023631350925561244,0.0,0.08059525684128754,-1.0,0.0,0.0,0.0,0.0,0.5,0.009846396218983852,0.9763686490744388,0.013784954706577392,-0.005513981882630957,0.0007877116975187081,speed_bin,0-2,2539
delta_score,968,0.005587446273829535,0.0,0.19930577112425935,-1.0,-0.01970414363863754,-0.0026400888581692428,0.004121433869691965,0.020242390445903882,1.0,0.3140495867768595,0.39669421487603307,0.2892561983471074,-0.0070849196389235845,0.018459384982515585,speed_bin,10+,968
delta_oracle_score,968,0.0035177215076453564,0.0,0.058440509107415634,-0.135686500394827,0.0,0.0,0.0,0.0,1.0,0.03512396694214876,0.9287190082644629,0.03615702479338843,0.0003848080766311651,0.007743424815539263,speed_bin,10+,968
delta_ranking_ability,968,0.0020697247661841758,0.0,0.19607129466111822,-1.0,-0.021469722524325618,-0.0025224830750257506,0.004232191659648853,0.019104718332756447,1.0,0.31921487603305787,0.39462809917355374,0.28615702479338845,-0.01007768840310197,0.014647150453961437,speed_bin,10+,968
delta_selected_no_at_fault_collisions,968,0.0,0.0,0.09095608449760506,-1.0,0.0,0.0,0.0,0.0,1.0,0.004132231404958678,0.9917355371900827,0.004132231404958678,-0.005165289256198347,0.006198347107438017,speed_bin,10+,968
delta_selected_drivable_area_compliance,968,0.006198347107438017,0.0,0.18180643000471788,-1.0,0.0,0.0,0.0,0.0,1.0,0.01962809917355372,0.9669421487603306,0.013429752066115703,-0.005165289256198347,0.01756198347107438,speed_bin,10+,968
delta_selected_ego_progress,968,0.005145408247273515,0.0,0.18780331035721132,-1.0,-0.04134442173140452,-0.00507214175870474,0.009611363816401236,0.043056959147348174,1.0,0.3109504132231405,0.40702479338842973,0.28202479338842973,-0.006876169213829511,0.016976134942642246,speed_bin,10+,968
delta_selected_time_to_collision_within_bound,968,0.004132231404958678,0.0,0.17608717133091153,-1.0,0.0,0.0,0.0,0.0,1.0,0.01756198347107438,0.96900826446281,0.013429752066115703,-0.007231404958677686,0.015495867768595042,speed_bin,10+,968
